address,category,latitude,longitude,number_of_price,number_of_review,restaurant_name,score_of_review
"689 Lenox AveNew York, NY 10037","Buffets,SoulFood,Salad",40.820062,-73.936438,1,47,Sweet MamaÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Soul Food Restaurant & Salad Bar,4.5
"New York, NY 11201","FoodTrucks,Thai,Caterers",40.703,-73.986721,1,60,Sweet Chili,4
"1140 1st AveNew York, NY 10065",Pizza,40.76173,-73.960297,1,75,Sutton Pizzeria,4
"96th St and BroadwayNew York, NY 10025","Mexican,FoodStands",40.794624,-73.971669,1,123,Super Tacos,3.5
"12 E 41st StNew York, NY 10017","Grocery,Japanese",40.752464,-73.980584,1,262,Sunrise Mart,4
"26 Vesey StNew York, NY 10007",Pizza,40.712004,-74.009656,1,108,Stage Door Pizza,4
"34-02 34th AveAstoria, NY 11106",Mexican,40.758464,-73.924727,1,45,St James Deli,4
"795 Grand StBrooklyn, NY 11211",Thai,40.712133,-73.941475,1,134,Sri Thai Cafe,4
"116 Suffolk StNew York, NY 10002","Coffee&Tea,Cafes,WineBars",40.718901,-73.98584,1,184,Spreadhouse Cafe,4.5
"43-03 Queens BlvdSunnyside, NY 11104","Lebanese,Falafel",40.743853, -73.92113},1,120,Souk El Shater,4
"73 New StNew York, NY 10004","Cuban,Sandwiches",40.705714,-74.012545,1,351,SophieÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Cuban Cuisine,3.5
"700 10th AveNew York, NY 10019","Delis,Coffee&Tea,Bagels",40.763847,-73.992031,1,60,Skyline Gourmet Deli,4
"435 5th AveNew York, NY 10016","Bakeries,Turkish,Cafes",40.751224,-73.982103,1,168,Simit Sarayi,4
"124 W 72nd StNew York, NY 10023","Bakeries,Coffee&Tea,Breakfast&Brunch",40.777557,-73.979904,1,101,Simit + Smith,3.5
"368 3rd AveNew York, NY 10016","JuiceBars&Smoothies,Egyptian",40.741271,-73.981802,1,62,Shawarma Grill,3.5
"22 Orchard StNew York, NY 10002",Pizza,40.715315,-73.991415,1,43,ScarrÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Pizza,4
"417 S 4th StBrooklyn, NY 11211",LatinAmerican,40.707692,-73.951019,1,30,Sazon Perez,4
"84-22 37th AveJackson Heights, NY 11372",Chinese,40.749979,-73.882053,1,103,Saw Shack,4
"101 Lafayette StNew York, NY 10013","Delis,Vietnamese,Sandwiches",40.717703,-74.000895,1,193,Sau Voi,4
"4009 69th StWoodside, NY 11377","Filipino,Bakeries",40.746009,-73.895966,1,2,Sariling Atin Grill Pastry Shop,4.5
"Nassua StNew York, NY 10005","PuertoRican,FoodStands",40.70823,-74.009656,1,21,SandraÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Food Spot Cart,4.5
"75-18 37th AveJackson Heights, NY 11372","Indian,Vegetarian",40.749095,-73.890377,1,300,Samudra Vegetarian Restaurant & Chaat House,4
"23 Essex StNew York, NY 10002","AsianFusion,ComfortFood",40.715434,-73.990083,1,91,SamÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Spring Roll,4
"33-12 23rd AveAstoria, NY 11105","Delis,Sandwiches",40.773326,-73.91138,1,792,"Sal, Kris, & CharlieÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Deli",4.5
"819 9th AveNew York, NY 10019",Pizza,40.766272,-73.987249,1,280,Sacco Pizza,4
"345 E 12th StNew York, NY 10003","American(Traditional),Gluten-Free",40.730283,-73.983914,1,1949,SÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåöMAC,3.5
"627 9th AveNew York, NY 10036","DiveBars,HotDogs",40.760028,-73.991766,1,886,RudyÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Bar & Grill,4
"592 3rd AveNew York, NY 10016",Pizza,"40.7488, ", -73.97629},1,54,Royal Pizza,4
"44TH St And 6th AveNew York, NY 10018","Halal,FoodTrucks",40.756147,-73.983163,1,49,Royal Halal,4.5
"99 Allen StNew York, NY 10002","Coffee&Tea,Breakfast&Brunch,Bagels",40.718898,-73.990962,1,125,Round K,4.5
"994 Amsterdam AveNew York, NY 10025",Indian,40.802609,-73.964406,1,305,Roti Roll Bombay Frankie,4
"100 Maiden LnNew York, NY 10038","Mediterranean,Salad,MiddleEastern",40.706746,-74.007086,1,163,Roti Modern Mediterranean,4
"4206 Park AveWeehawken, NJ 07086","Italian,Pizza",40.775318,-74.019986,1,93,Romano Pizza,4
"607 2nd AveNew York, NY 10016",Pizza,40.744399,-73.976453,1,191,RockyÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Number II,3.5
"208 Central AveJersey City, NJ 07307","Bakeries,Italian","40.74173,",-74.052106,1,69,Rizzo Bakery,5
"153 Centre StNew York, NY 10013","Chinese,Noodles",40.717866,-74.000323,1,34,Rice Noodle Cart,4.5
"At E Broadway and Rutgers StNew York, NY 10002","FoodStands,Noodles",40.713904,-73.990123,1,56,Rice Noodle Cart,4.5
"660 Lexington AveNew York, NY 10022","Salad,Soup,Mexican",40.759845,-73.970125,1,51,Red Olive,4
"Long Island City, NY 11101","Ramen,FoodStands",40.747304,-73.953788,1,8,RaMein,5
"44th St and 5th AveNew York, NY 10036","Halal,FoodTrucks",40.7548,-73.979927,1,59,RafiqiÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Delicious Food,4
"32nd St and Park AveNew York, NY 10016","Mediterranean,FoodStands,Greek",40.745833,-73.982339,1,21,RafiqiÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös,4
"2 Wyckoff AvenueBrooklyn, NY 11237",MiddleEastern,40.706816,-73.9236,1,81,Queen of Falafel,4.5
"362 2nd AveNew York, NY 10010","Coffee&Tea,Breakfast&Brunch,American(New)",40.736675,-73.981528,1,128,Pushcart Coffee,3.5
"123 E 41st StNew York, NY 10168",Pizza,40.750938,-73.976787,1,300,Previti Pizza,4
"1071 6th AvenueNew York, NY 10018","Coffee&Tea,Bakeries,Sandwiches",40.754149,-73.985217,1,18,Pret A Manger,4.5
"600 Lexington AveNew York, NY 10022","Breakfast&Brunch,Sandwiches",40.758062,-73.971594,1,10,Pret A Manger,4
"135 W 50th StNew York, NY 10019","Sandwiches,Coffee&Tea,Breakfast&Brunch",40.760976,-73.982314,1,105,Pret A Manger,4
"62 West 45th StreetNew York, NY 10036","Sandwiches,Coffee&Tea,Breakfast&Brunch",40.756252,-73.982041,1,25,Pret A Manger,4
"150 E 44th StNew York, NY 10017",Sandwiches,40.752122,-73.974231,1,151,Potbelly Sandwich Shop,3.5
"150 E 52nd StNew York, NY 10022",Sandwiches,40.757148,-73.970474,1,47,Potbelly Sandwich Shop,3.5
"606 8th AveNew York, NY 10018",FoodCourt,40.755415,-73.990692,1,17,Port Authority Food Court,4
"726 Manhattan AveGreenpoint, NY 11222","Polish,Cafes",40.726172,-73.951998,1,19,Polka Dot,4.5
"109 First AveNew York, NY 10003","Grocery,Delis",40.726888,-73.986143,1,37,Polish G.I. Delicatessen,4.5
"3801 31st AveAstoria, NY 11103",Brazilian,40.761814,-73.917601,1,117,Point Brazil,4
"307 W 17 StNew York, NY 10011","Italian,Pizza",40.741988,-74.001945,1,129,Pizza Italia,4
"25-15 30th AveAstoria, NY 11102","MiddleEastern,Mediterranean,Halal",40.768485,-73.924408,1,237,Pita House,4
"92 Clinton StHoboken, NJ 07030",Cheesesteaks,40.738002,-74.035827,1,71,PiccoloÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös,4
"277 Grand StNew York, NY 10002",Vietnamese,40.717713,-73.992773,1,639,Pho Grand,3.5
"530 Newark AveJersey City, NJ 07306","Bakeries,Filipino",40.730885,-74.056009,1,189,Philippine Bread House,4.5
"37-65 74th StJackson Heights, NY 11372",Himalayan/Nepalese,40.747162,-73.891235,1,161,Phayul,4
"61 Delancey StNew York, NY 10002","Bakeries,ComfortFood,Coffee&Tea",40.719215,-73.991282,1,313,PeteeÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Pie Company,4.5
"131 2nd AveNew York, NY 10003",Burgers,40.728522,-73.988015,1,791,PaulÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Da Burger Joint,4
"477 Central Park WNew York, NY 10025","ConvenienceStores,Delis",40.799367,-73.959467,1,46,Park West Cafe & Deli,4
"198 Mott StNew York, NY 10012","Bakeries,Sandwiches",40.721092,-73.995435,1,320,Parisi Bakery,4.5
"964 Amsterdam AveNew York, NY 10025","Mexican,Breakfast&Brunch",40.801498,-73.965339,1,21,Panchos,4.5
"2 W 32nd StNew York, NY 10001","Korean,Noodles,Chinese",40.747208,-73.986183,1,48,PaikÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Noodle,3.5
"359 E 68th StNew York, NY 10065","Coffee&Tea,Breakfast&Brunch,Bakeries",40.765483,-73.958135,1,124,Padoca Bakery,4
"2143 7th AveNew York, NY 10027","Creperies,Pizza,American(Traditional)",40.810247,-73.949132,1,108,Oui Oui Crepes and Pizza,3.5
"638 E 6th StNew York, NY 10009","Venues&EventSpaces,Vegetarian",40.723815,-73.980188,1,5,Organic Soul Cafe,5
"55TH St Broadway AveNew York, NY 10020","Polish,FoodTrucks",40.764705,-73.982139,1,45,Old Traditional Polish Cuisine,4
"48 Greenwich AveNew York, NY 10011",Mexican,40.735714,-74.000305,1,136,Oaxaca Taqueria,3.5
"161 N 7th StBrooklyn, NY 11211","MiddleEastern,Falafel",40.717754,-73.957363,1,513,Oasis,4
"413 8th AveNew York, NY 10001",Pizza,40.750205,-73.995321,1,1128,NY Pizza Suprema,4
"1070 2nd AveNew York, NY 10022","Sandwiches,Burgers,American(Traditional)",40.758732,-73.965402,1,193,NY Jumbo Bagels,4
"587 1st AveNew York, NY 10016","Bagels,Breakfast&Brunch,Sandwiches",40.743577,-73.973965,1,139,NY Bagels & Cafe,4
"28 E 12th StNew York, NY 10003","Cambodian,Sandwiches",40.73392,-73.993143,1,1329,Num Pang Sandwich Shop,4
"148 W 48th StNew York, NY 10036","Cambodian,Sandwiches",40.759241,-73.983335,1,345,Num Pang Sandwich Shop,4
"181 Havemeyer StBrooklyn, NY 11211","Coffee&Tea,Breakfast&Brunch,Sandwiches",40.710582,-73.957821,1,30,Northerly,4.5
"102 Bowery StNew York, NY 10013",Vietnamese,40.717849,-73.995419,1,235,New Tu Do,4
"189 Graham AveBrooklyn, NY 11226",Mexican,40.708496,-73.943686,1,151,New Mexico Place,3.5
"273 W 38th StNew York, NY 10018","Cantonese,Cafeteria,Bakeries",40.754589,-73.991251,1,17,New Li Yuan,4
"133 E 31st StNew York, NY 10016",Japanese,40.744803,-73.981333,1,107,Naruto Ramen,3
"261 1st AveNew York, NY 10003","MiddleEastern,Kosher,Falafel",40.732282,-73.98216,1,195,MurrayÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Falafel,4
"378 Metropolitan AveBrooklyn, NY 11211",Thai,40.714155,-73.955458,1,13,Mr Thai Restaurant,4.5
"94 W 46th StNew York, NY 10036",Falafel,40.757329,-73.982145,1,91,MosheÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Falafel,4
"561 Columbus AveNew York, NY 10024","Bakeries,Cafes",40.787206,-73.971388,1,349,Momofuku Milk Bar,3.5
"213 Sip AveJersey City, NJ 07306",Mexican,40.731605,-74.06973,1,159,Mi Mariachi Taqueria,4.5
"930 2nd AveNew York, NY 10022","Noodles,Cantonese",40.754069,-73.968862,1,214,Mee Noodle,3.5
"26 Rutgers StNew York, NY 10002","Coffee&Tea,Cafes",40.713057,-73.990314,1,48,Mee Cafe,4.5
"931 Madison AveNew York, NY 10021","Delis,Italian,Greek",40.77291,-73.964334,1,22,Marche Madison,3.5
"38 Union Sq ENew York, NY 10003","MiddleEastern,Vegetarian,FastFood",40.7361,-73.98908,1,471,Maoz Vegetarian,4
"683 8th AveNew York, NY 10018","Falafel,Salad,MiddleEastern",40.758013,-73.989243,1,80,Maoz Falafel & Grill,4
"697 Columbus AveNew York, NY 10025","Delis,Grocery,Sandwiches",40.791114,-73.968321,1,44,Mani Market Place,4.5
"502 Washington StHoboken, NJ 07030","MiddleEastern,Falafel",40.742412,-74.029576,1,514,MamounÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Falafel Restaurant,4
"30 St Marks PlNew York, NY 10003","MiddleEastern,Falafel",40.728884,-73.988463,1,975,MamounÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Falafel,4
"580 Grand StBrooklyn, NY 11211",Vietnamese,40.710914,-73.948592,1,140,Mama Pho,3.5
"46th StNew York, NY 10017","American(Traditional),Sandwiches",40.753913,-73.973582,1,20,MagdyÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös,4
"19 Division StNew York, NY 10002","Chinese,Breakfast&Brunch,Sandwiches",40.713943,-73.996524,1,191,M Star Cafe,3.5
"1116 Washington StHoboken, NJ 07030","Grocery,Sandwiches",40.750677,-74.027209,1,128,M & P Biancamano,4.5
"1427 3rd AveNew York, NY 10028","Pizza,Italian,PastaShops",40.775316,-73.956314,1,114,Lunetta Pizza & Restaurant,3.5
"10 Hanover SqNew York, NY 10005","FoodTrucks,Thai",40.704561,-74.008948,1,97,Luckyim Thai,4
"370 W 52nd StNew York, NY 10019",Burgers,40.764495,-73.987616,1,275,LuckyÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Famous Burgers,3.5
"2508 BroadwayAstoria, NY 11105",Mexican,40.763176,-73.928226,1,155,Los Portales,4
"77 Bridge StBrooklyn, NY 11201",LatinAmerican,40.702102,-73.984535,1,52,Los PapiÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös,4.5
"620 Lorimer StBrooklyn, NY 11211","MeatShops,Sandwiches",40.715595,-73.949457,1,146,Lorimer Market,4.5
"1364 Lexington AveNew York, NY 10128",Mexican,40.78242,-73.95345,1,31,LolitaÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Kitchen,4
"55 W 45th StNew York, NY 10036",Pizza,40.756168,-73.981244,1,278,Little Italy Pizza,4
"2 E 33rd StNew York, NY 10016",Pizza,40.747514,-73.984769,1,275,Little Italy Pizza,3.5
"1 E 43rd StNew York, NY 10017",Pizza,40.754012,-73.979777,1,149,Little Italy,3.5
"405 Lexington AveNew York, NY 10017",Delis,40.753069,-73.97489,1,16,Lexler Deli,4.5
"25A Essex StNew York, NY 10002",Mexican,40.715442,-73.989982,1,42,Les CrÌÄåÎÌÄå_ÌÄåÎ_ÌÄåÎÌâå«ÌÄåÎÌÄå¦pes & Taqueria,4.5
"695 9th AveNew York, NY 10036","Bakeries,Mexican",40.762181,-73.990236,1,35,Leon Bakery Mexican Restaurant,4
"172 E 103rd StNew York, NY 10029","LatinAmerican,PuertoRican,Spanish",40.789666,-73.946642,1,60,Lechonera El Barrio,3.5
"1750 2nd AveNew York, NY 10128",Vietnamese,40.781107,-73.949001,1,68,Le Viet Cafe,4
"4900 Hudson AveUnion City, NJ 07087",Cuban,40.780744,-74.017553,1,16,Las Brisas Cafe,4.5
"8305 BroadwayElmhurst, NY 11373","Chinese,Noodles",40.741155,-73.879574,1,428,Lao Bei Fang Dumpling House,4
"3763 76th StJackson Heights, NY 11372",Himalayan/Nepalese,40.747642,-73.889833,1,89,Lali Guras,4.5
"122 Lexington AveNew York, NY 10016",Pakistani,40.742865,-73.982542,1,78,Lahori Kabab Restaurant,3.5
"2131 1st AveNew York, NY 10029","Bakeries,French",40.792062,-73.93859,1,70,La Tropezienne Bakery,4.5
"151 Ludlow StNew York, NY 10002",Pizza,40.720827,-73.988134,1,187,La Margarita Pizza,4.5
"4401 30th AveAstoria, NY 11103","Bagels,Cafes",40.762443,-73.911519,1,27,La Luna Cafe,4
"3300 Bergenline AveUnion City, NJ 07087","LatinAmerican,Cuban,ImportedFood",40.772788,-74.028549,1,32,La Churreria,4
"3318 30th AvenueAstoria, NY 11103","Grocery,Mexican",40.765649,-73.919293,1,31,La Cabana,4
"2308 Bergenline AveUnion City, NJ 07087","Delis,Italian,Sandwiches",40.767238,-74.032389,1,28,La Bella Salumeria Delicatessen,4.5
"538 Jersey AveJersey City, NJ 07302",Japanese,40.721243,-74.04624,1,150,Koro Koro,4
"67 W 23rd StNew York, NY 10010",Korean,40.742798,-73.991973,1,54,KoFoo,3.5
"274 W 40th StNew York, NY 10018",Pizza,40.755732,-73.990528,1,44,Kiss My Slice,4
"Corner of 31 St and 31 AveAstoria, NY 11105","Greek,FoodTrucks",40.764323,-73.923547,1,146,King Souvlaki - Astoria,4.5
"7620 Woodside AveElmhurst, NY 11373",Thai,40.743269,-73.888039,1,132,Khao Kang,4
"70-64 BroadwayJackson Heights, NY 11373","Indian,Pakistani",40.747598,-73.893979,1,94,Kababish,4
"52 E 8th StNew York, NY 10003","Japanese,Burgers,ChickenWings",40.731034,-73.993969,1,86,JP Street,3.5
"81-04 Roosevelt AveJackson Heights, NY 11373","Seafood,SeafoodMarkets",40.747338,-73.884579,1,40,Jose Fish Market,4.5
"62-29 Roosevelt AveWoodside, NY 11377","Filipino,FastFood",40.745998,-73.901211,1,316,Jollibee,3.5
"83-25 BroadwayElmhurst, NY 11373","Vietnamese,Sandwiches,BubbleTea",40.740733,-73.879178,1,1119,JoJu,4.5
"7 Carmine StNew York, NY 10014",Pizza,40.730592,-74.002149,1,1480,JoeÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Pizza,4
"150 East 14th StNew York, NY 10003",Pizza,40.733692,-73.988123,1,387,JoeÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Pizza,4
"67 1st AveNew York, NY 10003",Cuban,40.725414,-73.987292,1,24,JenniferÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Cafe,4.5
"39-46 Skillman AveSunnyside, NY 11104","Pubs,SportsBars,American(Traditional)",40.747082,-73.923715,1,50,JackÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Fire Dept,4
"32 Cliff StNew York, NY 10038","DiveBars,Burgers",40.708103,-74.004929,1,297,Iron Horse NYC,4
"122 Wyckoff AveBrooklyn, NY 11237",Peruvian,40.703404,-73.918266,1,67,Inca Chicken,4.5
"34-02 30th StAstoria, NY 11106","Burgers,Sandwiches,Vegan",40.759921,-73.928352,1,53,Ikraveit Foods,3.5
"26 Jefferson StNew York, NY 10002",LatinAmerican,40.713254,-73.988709,1,29,Iguazu Cafe & Grill,4
"133 E 110th StNew York, NY 10029","FoodStands,Mexican",40.795181,-73.944726,1,8,Holy Mole Tamale!,4.5
"1650 3rd AveNew York, NY 10128","Delis,Sandwiches,Breakfast&Brunch",40.782889,-73.951286,1,27,HoagieÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Heros,4.5
"503 W 28th StNew York, NY 10001",Pizza,40.751094,-74.00223,1,50,Highline Pizza,4
"213 W 53rd StNew York, NY 10019","Delis,Sandwiches",40.763639,-73.983171,1,98,Hello Deli,4
"125TH And 7th AveNew York, NY 10027","Seafood,FoodTrucks",40.8091,-73.948809,1,9,Harlem Seafood Soul,4.5
"1450 2nd AveNew York, NY 10021",SushiBars,40.7711,-73.956438,1,75,Hanabi,3.5
"54TH St And 5th AveNew York, NY 10019","FoodStands,German",40.761051,-73.975363,1,110,Hallo Berlin German Food Stand,4.5
"127 E 14th StNew York, NY 10003","FoodStands,Halal",40.733798,-73.988394,1,17,Halal Food Brothers,4.5
"41st & MadisonNew York, NY 10017","Indian,FoodStands,Pakistani",40.75214,-73.979782,1,9,Halal Cart,4.5
"115 E 23rd StNew York, NY 10011","Halal,FoodStands",40.740128,-73.98552,1,15,Habibi Halal Food,4
"3711 73rd StJackson Heights, NY 11372","Bangladeshi,Indian",40.748485,-73.89239,1,61,Haat Bazaar,4
"1551 2nd AveNew York, NY 10028","Bagels,Breakfast&Brunch,Delis",40.774492,-73.954598,1,501,H & H Midtown Bagels East,4
"141 E 96th StNew York, NY 10128","Falafel,Sandwiches,Vegetarian",40.786113,-73.951192,1,24,Gyro96,4.5
"155 E 52nd StNew York, NY 10022","Coffee&Tea,Salad,Sandwiches",40.757575,-73.970321,1,403,Ground Central,4
"255 W 43rd StNew York, NY 10036","Vegetarian,Vegan",40.757735,-73.988539,1,362,Green Symphony,4
"93 Grand StHoboken, NJ 07030","Breakfast&Brunch,Cafes,Creperies",40.738144,-74.036304,1,51,Green Pear Cafe,4.5
"1625 BroadwayNew York, NY 10019",Delis,40.761331,-73.984534,1,45,Green Apple Gourmet Deli,4
"322 7th AveNew York, NY 10001","Greek,Diners,Breakfast&Brunch",40.747489,-73.993539,1,45,Greek Corner,3.5
"28 BoweryNew York, NY 10013","Cantonese,Noodles",40.715036,-73.997117,1,924,Great NY Noodle Town,3.5
"657 Fairview AveRidgewood, NY 11385","German,Pubs",40.706689,-73.905667,1,37,Gottscheer Hall,4.5
"353 Grand StNew York, NY 10002",Chinese,40.716642,-73.989472,1,83,Golden Forest,4
"818 Manhattan AveBrooklyn, NY 11222","ConvenienceStores,Delis,Halal",40.72837,-73.953188,1,75,God Bless Deli,4.5
"235 E 53rd StNew York, NY 10022","Japanese,FastFood",40.757303,-73.967928,1,19,Go! Go! Curry!,4
"12 John StNew York, NY 10038",Japanese,40.709896,-74.009099,1,205,Go! Go! Curry!,4
"144 W 19th StNew York, NY 10011","Japanese,FastFood",40.741243,-73.996729,1,58,Go! Go! Curry!,3.5
"384 Central AveJersey City, NJ 07307","LatinAmerican,Spanish,Dominican",40.748618,-74.047418,1,47,GNRÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös La Concha,4.5
"267 Centre AveSecaucus, NJ 07094","Delis,Italian",40.792304,-74.064164,1,132,Giovannis Deli,4.5
"3619 28th AveAstoria, NY 11103",Delis,"40.76648,",-73.915235,1,24,GeorgeÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Deli,4.5
"210 1st AveNew York, NY 10009","Dominican,PuertoRican",40.730345,-73.982981,1,124,GenaÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Grill,4
"112 eldridge stNew York, NY 10002","Ramen,DimSum",40.718129,-73.991744,1,72,Gen Ramen House,3.5
"23-06 Jackson AveLong Island City, NY 11101",Thai,40.745698,-73.945324,1,134,Gaw Gai,3.5
"629 2nd AveNew York, NY 10016","Italian,Pizza,Salad","40.74518,",-73.975947,1,311,Garlic New York Pizza Bar,3.5
"8120 BroadwayElmhurst, NY 11373","JuiceBars&Smoothies,IceCream&FrozenYogurt,Sandwiches",40.743013,-73.883573,1,18,Fruits & Waffles,4.5
"3446 BroadwayNew York, NY 10031",Mexican,40.823465,-73.952417,1,24,FrijolitoÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös,4.5
"1167 2nd AveNew York, NY 10065",American(New),40.762265," -73.9635},",1,24,Fresh ÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌÄå_ÌÄåÎÌÄånÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåö Delish,4
"Steinway St & 31st AveAstoria, NY 11103","FoodStands,Greek",40.761308,-73.917247,1,88,FrankyÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Souvlaki,4.5
"202 Hudson StHoboken, NJ 07030","Delis,Italian,Sandwiches",40.738735,-74.029587,1,176,FranÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös Italian Deli,4.5
"11 W 32nd StNew York, NY 10001","Korean,Desserts,FoodCourt",40.747735,-73.986209,1,604,Food Gallery 32,3.5
"46 Mott StNew York, NY 10013","Desserts,Chinese",40.715292,-73.998534,1,147,Fong Inn Too,4
"6014 Park AveWest New York, NJ 07093",Chinese,40.785829,-74.008668,1,27,Foliage Garden,4
"454 Graham AveBrooklyn, NY 11211",Mexican,40.71868,-73.9449,1,89,Florentinas Restaurant,4
"517 Washingston StHoboken, NJ 07030","Mediterranean,Turkish,MiddleEastern","40.74274,",-74.029042,1,64,Flatbread Grill,4
"237 E 5th StNew York, NY 10003","Restaurants,Bars",40.727225,-73.989376,1,83,Fish Bar,4
"414 Adams StHoboken, NJ 07030",Delis,40.743018,-74.036215,1,384,Fiore Deli of Hoboken,4.5
"32-20 34th AveAstoria, NY 11106",Pizza,40.758901,-73.92601,1,46,Fat Cat Pizza,4.5
"2102 31st StAstoria, NY 11105","Greek,American(Traditional),Breakfast&Brunch",40.77795,-73.908981,1,161,Family Corner Restaurant,4.5
"570 8th AveNew York, NY 10018",Vegetarian,40.754524,-73.991161,1,48,FalafellaÌÄåÎÌâå«ÌÄåÎ_ÌÄåÎÌÄå_ÌÄåÎÌâåÌÄåÎÌâå«ÌÄå´ÌÄåös,4
"363 Fairview AveFairview, NJ 07022",Chinese,40.810854,-74.000951,1,108,Fairview Chinese Restaurant,4.5
"111 Lafayette StNew York, NY 10013",Chinese,40.718118,-74.000532,1,417,Excellent Dumpling House,3.5
